price,area,bhk,bathroom
3342000.0,743,2,1.0
3896000.0,866,2,1.0
4228000.0,588,2,1.0
7381999.999999999,1085,2,1.0
7381999.999999999,1085,2,1.0
4228000.0,588,2,1.0
4228000.0,588,2,1.0
7381999.999999999,1085,2,1.0
7381999.999999999,1085,2,1.0
7108000.0,1021,2,1.0
7108000.0,1021,2,1.0
10800000.0,1564,3,1.0
10800000.0,1564,3,1.0
9451000.0,1400,3,2.0
9451000.0,1400,3,2.0
5124000.0,1046,2,1.0
5124000.0,1046,2,1.0
7686000.0,1569,3,1.0
7686000.0,1569,3,1.0
5124000.0,1046,2,1.0
5124000.0,1046,2,1.0
7686000.0,1569,3,1.0
7686000.0,1569,3,1.0
6417000.0,1310,3,1.0
6417000.0,1310,3,1.0
5173000.0,1056,2,1.0
5173000.0,1056,2,1.0
5158000.0,1053,2,1.0
5158000.0,1053,2,1.0
6966000.0,1422,3,1.0
6966000.0,1422,3,1.0
4869000.0,994,2,1.0
4869000.0,994,2,1.0
4859000.0,992,2,1.0
4859000.0,992,2,1.0
6334000.0,1293,3,1.0
6334000.0,1293,3,1.0
7647000.0,1561,3,1.0
7647000.0,1561,3,1.0
6383000.0,1303,3,1.0
6383000.0,1303,3,1.0
5741000.0,1172,2,1.0
5741000.0,1172,2,1.0
4874000.0,995,2,1.0
4874000.0,995,2,1.0
8170999.999999999,1668,3,1.0
8170999.999999999,1668,3,1.0
7201000.000000001,1470,3,1.0
7201000.000000001,1470,3,1.0
6231000.0,1272,3,1.0
6231000.0,1272,3,1.0
8200000.0,1674,3,1.0
8200000.0,1674,3,1.0
7554000.000000001,1542,3,1.0
7554000.000000001,1542,3,1.0
6270000.0,1280,3,2.0
6270000.0,1280,3,2.0
6300000.0,1286,3,1.0
6300000.0,1286,3,1.0
7456000.0,1522,3,1.0
7456000.0,1522,3,1.0
4943000.0,1009,2,1.0
4943000.0,1009,2,1.0
6731999.999999999,1030,2,1.0
6731999.999999999,1030,2,1.0
7970999.999999999,1226,3,1.0
7970999.999999999,1226,3,1.0
6731999.999999999,1030,2,1.0
6731999.999999999,1030,2,1.0
7970999.999999999,1226,3,1.0
7970999.999999999,1226,3,1.0
5021000.0,1152,2,3.0
5008000.0,1149,2,1.0
5008000.0,1149,2,1.0
4999000.0,1147,2,1.0
4999000.0,1147,2,1.0
5933000.0,1361,2,1.0
5933000.0,1361,2,1.0
5646000.0,1295,2,1.0
5646000.0,1295,2,1.0
5496000.0,1261,2,1.0
5496000.0,1261,2,1.0
5916000.0,1357,2,1.0
5916000.0,1357,2,1.0
5524000.0,1267,2,1.0
5524000.0,1267,2,1.0
5514000.0,1265,2,3.0
5514000.0,1265,2,3.0
5505000.0,1263,2,1.0
5505000.0,1263,2,1.0
6580000.0,1535,3,1.0
3975000.0,885,2,1.0
7040000.000000001,1650,3,1.0
5698000.0,1315,2,1.0
4768000.0,1080,2,1.0
27800000.0,1652,3,1.0
27400000.0,1627,3,1.0
6209000.0,910,2,1.0
8525000.0,1270,3,1.0
5144000.0,973,2,2.0
5452000.0,806,2,1.0
4977000.0,734,2,1.0
5940000.0,882,2,1.0
8727000.0,1106,3,1.0
10500000.0,1360,4,1.0
7168000.000000001,893,2,1.0
7044000.0,876,2,1.0
6597000.0,1115,2,1.0
5917000.0,992,2,1.0
5734000.0,958,2,1.0
5864000.0,982,2,1.0
5869000.0,981,2,1.0
3861000.0,990,3,1.0
3545000.0000000005,909,3,1.0
3552000.0000000005,911,3,1.0
2515000.0,645,2,1.0
3549000.0,910,3,2.0
2492000.0,639,2,1.0
3513000.0000000005,901,2,1.0
2484000.0,637,2,1.0
3786000.0,971,3,2.0
2765000.0,709,2,1.0
2503000.0,642,2,1.0
3533000.0,906,3,1.0
2457000.0,630,2,1.0
2453000.0,629,2,1.0
2449000.0,628,2,1.0
3494000.0,896,3,1.0
3763000.0000000005,965,3,1.0
2468000.0,633,2,1.0
2425000.0,622,2,1.0
2441000.0,626,2,1.0
3420000.0000000005,877,2,1.0
2402000.0,616,2,1.0
3432000.0,880,2,1.0
3428000.0,879,2,1.0
13100000.0,1556,2,1.0
25100000.0,2550,3,1.0
22600000.0,2288,3,1.0
30600000.0,3096,4,1.0
22300000.0,2256,3,1.0
17200000.0,2030,3,1.0
19200000.0,2269,3,1.0
12400000.0,1477,2,1.0
14700000.0,1734,3,1.0
11300000.0,1343,2,1.0
16900000.0,2004,3,1.0
32100000.0,3252,4,1.0
18700000.0,2223,3,1.0
19000000.0,2242,3,1.0
19000000.0,2238,3,1.0
16900000.0,1989,3,1.0
14700000.0,1723,3,1.0
14600000.0,1730,3,1.0
15600000.0,1836,3,1.0
11100000.0,1311,2,1.0
13100000.0,1561,2,1.0
24000000.0,2429,3,1.0
11000000.0,1317,2,1.0
11100000.0,1313,2,1.0
18200000.0,1636,3,1.0
17800000.0,2113,3,1.0
13200000.0,1176,2,1.0
13400000.0,1583,2,1.0
13100000.0,1174,2,1.0
13300000.0,1577,2,1.0
20400000.0,1838,3,1.0
13200000.0,1180,2,1.0
13300000.0,1580,2,1.0
25500000.0,2307,4,1.0
20100000.0,1816,3,1.0
23600000.0,2398,3,1.0
25400000.0,2301,4,1.0
31600000.0,3210,4,1.0
18100000.0,1624,3,1.0
16300000.0,1941,3,1.0
13700000.0,1225,2,1.0
13000000.0,1159,2,1.0
17800000.0,2111,3,1.0
25300000.0,2285,4,1.0
17800000.0,2109,3,1.0
20300000.0,1831,3,1.0
16500000.0,1944,3,1.0
13800000.0,1232,2,1.0
25200000.0,2280,4,1.0
11800000.0,1394,2,1.0
17800000.0,1604,3,1.0
13600000.0,1211,2,1.0
11700000.0,1392,2,1.0
20100000.0,1811,3,1.0
17400000.0,2060,3,1.0
12900000.0,1154,2,1.0
17500000.0,2063,3,1.0
18000000.0,1617,3,1.0
18000000.0,1615,3,1.0
11800000.0,1398,2,1.0
13500000.0,1204,2,1.0
17500000.0,2073,3,1.0
17800000.0,1597,3,1.0
6564000.0,1380,3,1.0
5347000.0,1117,2,1.0
2322000.0,540,1,1.0
4699000.0,1093,2,1.0
2519000.0,586,1,1.0
4575000.0,1064,2,1.0
2506000.0,583,1,1.0
2502000.0,582,1,1.0
4553000.0,1059,2,1.0
6838000.0,1439,3,1.0
6847000.0,1441,3,1.0
4472000.0,1040,2,1.0
6875000.0,1447,3,1.0
6763000.0,1423,3,1.0
6777000.0,1426,3,1.0
6681000.0,1405,3,1.0
5472000.0,1144,2,1.0
5463000.0,1142,2,1.0
5519000.0,1154,2,1.0
4394000.0,1022,2,1.0
6609999.999999999,1390,3,1.0
5409000.0,1130,2,1.0
2365000.0,550,1,1.0
6630000.0,1394,3,1.0
2347000.0,546,1,1.0
6634999.999999999,1395,3,1.0
2326000.0,541,1,1.0
2339000.0,544,1,1.0
11100000.0,1645,3,1.0
12100000.0,1790,3,2.0
11900000.0,1760,3,1.0
11500000.0,1700,3,3.0
11700000.0,1730,3,1.0
7972000.0,1000,2,1.0
7504000.000000001,972,2,1.0
5735000.0,730,2,1.0
6327000.0,811,2,1.0
9327000.0,1171,2,1.0
5882000.0,750,2,1.0
3574000.0,1030,2,1.0
3071000.0,893,2,1.0
2810000.0,810,2,1.0
5403000.0,837,2,1.0
5439000.0,861,2,1.0
4944000.0,777,2,1.0
5242000.0,783,2,1.0
5457000.0,864,2,1.0
10600000.0,1405,3,1.0
5844000.0,919,2,1.0
8417000.0,1094,2,1.0
8940000.0,1414,3,1.0
7064000.0,909,2,1.0
6241000.0,988,2,1.0
13100000.0,1689,3,1.0
6183000.0,978,2,1.0
12900000.0,1656,3,1.0
8059999.999999999,1261,3,1.0
7664000.0,991,2,1.0
51700000.0,2348,3,1.0
54500000.0,2476,3,1.0
61200000.0,2781,4,1.0
59700000.0,2713,4,1.0
40100000.0,4729,4,1.0
39200000.0,4623,4,1.0
48200000.0,5677,5,1.0
20000000.0,3700,3,1.0
6459000.0,1244,3,3.0
5908000.0,1143,3,3.0
6459000.0,1244,3,3.0
6459000.0,1244,3,3.0
5908000.0,1143,3,3.0
5908000.0,1143,3,3.0
7009000.0,1249,3,1.0
7009000.0,1249,3,1.0
5941000.0,1150,3,3.0
5941000.0,1150,3,3.0
6402000.0,1246,3,3.0
6402000.0,1246,3,3.0
7067000.0,1155,3,3.0
7067000.0,1155,3,3.0
5877000.0,1124,3,3.0
5877000.0,1124,3,3.0
8047000.0,1239,3,1.0
6209000.0,956,2,1.0
8131000.0,1252,3,1.0
8105000.0,1248,2,1.0
6137000.0,945,2,1.0
7098999.999999999,1093,2,1.0
6118000.0,942,2,1.0
7943000.000000001,1223,2,1.0
8417000.0,1296,3,1.0
27900000.0,1571,3,1.0
22100000.0,1245,2,1.0
22000000.0,1238,2,1.0
34800000.0,1976,3,1.0
32500000.0,1842,3,1.0
34800000.0,1979,3,1.0
23300000.0,1313,2,1.0
34200000.0,1951,3,1.0
21800000.0,1225,2,1.0
33400000.0,1894,3,1.0
21900000.0,1233,2,1.0
47600000.0,2737,4,1.0
47500000.0,2729,4,1.0
33200000.0,1877,3,1.0
33100000.0,1874,3,1.0
27100000.0,1521,3,1.0
48100000.0,2765,4,1.0
57000000.0,3289,4,1.0
48000000.0,2758,4,1.0
35000000.0,1987,3,1.0
4821000.0,928,2,1.0
4059000.0000000005,743,2,1.0
2299000.0,430,1,1.0
4503000.0,830,2,1.0
3532000.0,652,2,1.0
3532000.0,652,2,1.0
6605000.0,1216,3,1.0
6605000.0,1216,3,1.0
4230000.0,791,2,1.0
4230000.0,791,2,1.0
3919000.0,729,2,1.0
3919000.0,729,2,1.0
5354000.0,976,2,1.0
5354000.0,976,2,1.0
4572000.0,859,2,1.0
4572000.0,859,2,1.0
2843000.0,546,1,1.0
2843000.0,546,1,1.0
4341000.0,813,2,1.0
4341000.0,813,2,1.0
5381000.0,1145,3,1.0
2312000.0,492,1,1.0
4723000.0,1005,2,1.0
3947999.9999999995,840,2,1.0
3863000.0000000005,822,2,1.0
5236000.0,952,2,1.0
3949000.0,718,2,1.0
3586000.0,652,2,1.0
6709999.999999999,1220,3,1.0
4400000.0,800,2,1.0
4004999.9999999995,890,2,1.0
3825000.0,850,2,1.0
5602000.0,1050,2,1.0
4684000.0,905,2,1.0
5597000.0,1049,2,1.0
4463000.0,860,2,1.0
4537000.0,875,2,1.0
6214000.0,1170,3,1.0
55000000.0,5879,5,1.0
55000000.0,5765,5,1.0
7000000.0,1112,2,1.0
8900000.0,1414,3,3.0
6900000.0,1092,2,1.0
8500000.0,1358,3,1.0
5929000.0,1078,2,1.0
5918000.0,1076,2,1.0
8651000.0,1573,3,1.0
8288000.0,1507,3,1.0
8673000.0,1577,3,1.0
5973000.0,1086,2,1.0
5786000.0,1052,2,1.0
8734000.0,1588,3,1.0
6259000.0,1138,2,1.0
6402000.0,1164,2,1.0
4084000.0000000005,1238,3,1.0
4100000.0,1243,2,1.0
4094000.0,1241,2,1.0
3299000.0,1000,2,1.0
